Ind.ID origin.pop pred.pop pop_A pop_B pop_C
1_1 pop_A pop_A 0.992506797405627 0.00616796991658753 0.0013252326777855
1_5 pop_A pop_A 0.96197283423688 0.0307757316111691 0.00725143415195099
1_9 pop_A pop_A 0.992619639348243 0.00423772304968517 0.00314263760207137
1_11 pop_A pop_C 0.339677268013403 0.215222476397505 0.445100255589092
1_15 pop_A pop_A 0.994549673021766 0.00331392168715648 0.00213640529107728
1_18 pop_A pop_A 0.999895462702526 6.92537239439418e-05 3.52835735298404e-05
1_22 pop_A pop_A 0.987630662527254 0.00922005488287376 0.00314928258987209
1_25 pop_A pop_A 0.997243497812335 0.00226784278090664 0.000488659406758019
1_29 pop_A pop_A 0.994314899256435 0.00124128878545911 0.0044438119581063
2_9 pop_B pop_C 0.222401719969825 0.386168892518292 0.391429387511883
2_10 pop_B pop_A 0.408927094163558 0.35823864518715 0.232834260649293
2_16 pop_B pop_A 0.379495249868791 0.30126466853494 0.319240081596269
2_17 pop_B pop_B 0.105848401737974 0.464958828559236 0.42919276970279
2_20 pop_B pop_B 0.119691585789029 0.504258279578387 0.376050134632583
2_24 pop_B pop_B 0.0153838072353793 0.70882284116226 0.275793351602361
2_26 pop_B pop_B 0.00685573313831372 0.726566982660077 0.266577284201609
2_27 pop_B pop_C 0.175991504166094 0.221209112419512 0.602799383414394
2_30 pop_B pop_B 0.0554373028740897 0.573747255461192 0.370815441664718
3_5 pop_C pop_C 0.143161711872065 0.30746056769667 0.549377720431265
3_7 pop_C pop_C 0.00518401626015497 0.493706421575739 0.501109562164106
3_9 pop_C pop_B 0.0110846731098787 0.573245772194385 0.415669554695736
3_10 pop_C pop_B 0.00142731480042454 0.64356117587237 0.355011509327205
3_12 pop_C pop_A 0.723468719368213 0.0564678372372627 0.220063443394524
3_16 pop_C pop_B 0.00171234673601917 0.538178527070214 0.460109126193767
3_18 pop_C pop_C 0.0808359646692957 0.288874454854413 0.630289580476291
3_26 pop_C pop_C 0.0333044245231769 0.470336468091022 0.496359107385801
3_27 pop_C pop_B 0.00884194557917843 0.579055748189797 0.412102306231025
