Ind.ID origin.pop pred.pop pop_A pop_B pop_C
1_3 pop_A pop_A 0.689105895741362 0.205774092832404 0.105120011426233
1_4 pop_A pop_A 0.814309864041114 0.117845298159654 0.0678448377992319
1_5 pop_A pop_A 0.925402306608132 0.0382680205174485 0.0363296728744194
1_10 pop_A pop_A 0.889894451460666 0.046974722024026 0.0631308265153077
1_12 pop_A pop_A 0.892870617362815 0.0575139585392736 0.0496154240979114
1_23 pop_A pop_A 0.927529117354289 0.0204814854496057 0.0519893971961058
1_24 pop_A pop_A 0.826822284263444 0.0566918184207864 0.11648589731577
1_25 pop_A pop_A 0.973287797591129 0.00980818626574823 0.0169040161431223
1_28 pop_A pop_A 0.759525568757894 0.150753438342803 0.089720992899303
2_2 pop_B pop_B 0.0395987918910789 0.536421593852906 0.423979614256015
2_5 pop_B pop_B 0.0938787017101775 0.59626674494257 0.309854553347252
2_6 pop_B pop_C 0.0139262152489857 0.298987056651862 0.687086728099152
2_10 pop_B pop_B 0.364781179847073 0.424559205436525 0.210659614716402
2_14 pop_B pop_C 0.00544523919500746 0.397037607436809 0.597517153368183
2_19 pop_B pop_C 0.0865903584091226 0.291820193072717 0.621589448518161
2_23 pop_B pop_B 0.0210899762250176 0.574550237897533 0.404359785877449
2_28 pop_B pop_C 0.0584937740152392 0.402224739984432 0.539281486000329
2_30 pop_B pop_B 0.0612312617173005 0.63586993869108 0.30289879959162
3_1 pop_C pop_C 0.0980611148575011 0.405254504817331 0.496684380325168
3_5 pop_C pop_C 0.120310676957356 0.364188338922373 0.51550098412027
3_11 pop_C pop_C 0.127811970568251 0.358675052146326 0.513512977285423
3_18 pop_C pop_C 0.0530396349638509 0.333592517005338 0.613367848030811
3_19 pop_C pop_C 0.0297324894715288 0.410605178972674 0.559662331555797
3_22 pop_C pop_C 0.0157303458666874 0.483466725601183 0.500802928532129
3_23 pop_C pop_C 0.0479964728750513 0.383167131902413 0.568836395222535
3_24 pop_C pop_C 0.0182951542562736 0.16318875311477 0.818516092628956
3_26 pop_C pop_C 0.00706551905327273 0.20259561127827 0.790338869668457
