Ind.ID origin.pop pred.pop pop_A pop_B pop_C
1_1 pop_A pop_A 0.970223530613265 0.0191098270437228 0.0106666423430117
1_2 pop_A pop_A 0.845771450256571 0.0888138099000814 0.0654147398433471
1_4 pop_A pop_A 0.918776719209461 0.0428566714690746 0.038366609321464
1_7 pop_A pop_A 0.633444037169441 0.195422146150014 0.171133816680545
1_8 pop_A pop_A 0.969539054525522 0.017289260218592 0.0131716852558857
1_16 pop_A pop_C 0.19376502751342 0.298887190100546 0.507347782386035
1_17 pop_A pop_A 0.784662098956849 0.120268263671591 0.0950696373715594
1_21 pop_A pop_A 0.91021957948505 0.0483163363926828 0.0414640841222676
1_22 pop_A pop_A 0.82689665785527 0.0986059498514206 0.0744973922933092
1_24 pop_A pop_A 0.929693240859653 0.0352936538015989 0.0350131053387482
1_25 pop_A pop_A 0.965864358438769 0.0226424011337268 0.0114932404275045
1_26 pop_A pop_A 0.988887955848967 0.00580175511959714 0.00531028903143535
1_27 pop_A pop_A 0.84973861513935 0.102601895469519 0.0476594893911303
1_29 pop_A pop_A 0.938117636324597 0.0296425110923297 0.032239852583073
1_30 pop_A pop_A 0.690469519811167 0.193879439346931 0.115651040841902
2_7 pop_B pop_B 0.0292917725641011 0.664790009817274 0.305918217618624
2_8 pop_B pop_B 0.11242220819644 0.537735089619423 0.349842702184137
2_9 pop_B pop_B 0.273633644727537 0.452364551539051 0.274001803733411
2_10 pop_B pop_B 0.274540416862347 0.439666801320689 0.285792781816964
2_12 pop_B pop_C 0.0691978509691211 0.387455229532929 0.54334691949795
2_13 pop_B pop_C 0.0965148984116799 0.418619281910658 0.484865819677663
2_16 pop_B pop_C 0.259555556989413 0.36180249011095 0.378641952899637
2_17 pop_B pop_B 0.195380422005703 0.504859575445624 0.299760002548673
2_19 pop_B pop_C 0.0240929365812689 0.321921709175429 0.653985354243302
2_21 pop_B pop_C 0.0162838047315742 0.290454680791791 0.693261514476635
2_22 pop_B pop_C 0.0931227592747952 0.439991824536868 0.466885416188337
2_23 pop_B pop_B 0.0573099987032329 0.584100460932097 0.35858954036467
2_25 pop_B pop_B 0.136068425049494 0.554707020087131 0.309224554863375
2_27 pop_B pop_A 0.439992304175144 0.290382496787142 0.269625199037713
2_28 pop_B pop_C 0.0284497502602932 0.437199181402107 0.534351068337599
3_2 pop_C pop_B 0.076185617161738 0.475923632629029 0.447890750209233
3_3 pop_C pop_C 0.0196590602773218 0.291445235206774 0.688895704515904
3_4 pop_C pop_B 0.31026433011968 0.366990244246952 0.322745425633367
3_5 pop_C pop_C 0.147558540488265 0.360626453847692 0.491815005664043
3_6 pop_C pop_C 0.00380614697566231 0.326518579180566 0.669675273843772
3_7 pop_C pop_B 0.0172728853098408 0.500687365492555 0.482039749197604
3_11 pop_C pop_C 0.0812472656117188 0.371217798516421 0.547534935871861
3_12 pop_C pop_A 0.628751967098348 0.183515535577267 0.187732497324385
3_18 pop_C pop_C 0.096814913737752 0.343613521816986 0.559571564445262
3_19 pop_C pop_C 0.0239446983309117 0.473296934264696 0.502758367404392
3_20 pop_C pop_B 0.112068061469113 0.520724293204569 0.367207645326318
3_22 pop_C pop_B 0.0193212487191436 0.567579994289985 0.413098756990871
3_25 pop_C pop_C 0.00960748658160249 0.253419501158646 0.736973012259751
3_27 pop_C pop_C 0.0132268936109669 0.434116038777742 0.552657067611292
3_28 pop_C pop_B 0.0629447954910189 0.576070063252989 0.360985141255992
