Ind.ID origin.pop pred.pop pop_A pop_B pop_C
1_2 pop_A pop_A 0.988279552230702 0.00151869729891205 0.0102017504703856
1_9 pop_A pop_A 0.978986992291677 0.00368656768311919 0.0173264400252034
1_10 pop_A pop_A 0.950119347212383 0.0112169917912971 0.0386636609963198
1_13 pop_A pop_A 0.944412465058388 0.0171843531656715 0.0384031817759399
1_14 pop_A pop_A 0.956322184689462 0.0156581166127521 0.0280196986977862
1_17 pop_A pop_A 0.808290951449743 0.0436951325451499 0.148013916005107
1_18 pop_A pop_A 0.997313969133779 3.58483452596804e-05 0.00265018252096139
1_25 pop_A pop_A 0.998764884313137 0.000168406299290114 0.0010667093875733
1_26 pop_A pop_A 0.998964978595761 0.000110495546098276 0.000924525858140723
2_4 pop_B pop_B 0.00189588781554631 0.718750517672507 0.279353594511946
2_6 pop_B pop_C 0.00201166550288345 0.343502007733521 0.654486326763595
2_7 pop_B pop_B 0.00220176614563562 0.66757384552509 0.330224388329274
2_9 pop_B pop_B 0.0961846831015683 0.656169144615435 0.247646172282997
2_16 pop_B pop_A 0.466520245036331 0.252572902742298 0.280906852221371
2_19 pop_B pop_C 0.0964558363147306 0.271168790158028 0.632375373527241
2_21 pop_B pop_C 0.0123825462568163 0.192044808835436 0.795572644907747
2_23 pop_B pop_B 0.00225668346543999 0.654420977666094 0.343322338868466
2_30 pop_B pop_B 0.00858210886786383 0.758957161676774 0.232460729455362
3_3 pop_C pop_C 0.0107310935257546 0.157203332486577 0.832065573987668
3_8 pop_C pop_B 0.0159532949050151 0.615315192352931 0.368731512742054
3_13 pop_C pop_B 0.00331968184616079 0.539292621611483 0.457387696542356
3_14 pop_C pop_A 0.435148860817704 0.323842174163824 0.241008965018471
3_16 pop_C pop_C 0.00147457368685526 0.421557979988861 0.576967446324284
3_19 pop_C pop_C 0.0105884100140484 0.380851835918072 0.60855975406788
3_22 pop_C pop_C 0.00226292213662438 0.491986828809007 0.505750249054369
3_23 pop_C pop_C 0.020130074604055 0.340533837654042 0.639336087741903
3_26 pop_C pop_C 0.00113118355155737 0.219389453734744 0.779479362713699
