Ind.ID origin.pop pred.pop pop_A pop_B pop_C
1_1 pop_A pop_A 0.936086777700735 0.0139047751052185 0.0500084471940467
1_2 pop_A pop_A 0.673282584573664 0.0543716009223308 0.272345814504005
1_3 pop_A pop_A 0.613873742632389 0.17907571682188 0.207050540545732
1_7 pop_A pop_A 0.63916136311432 0.110844792588291 0.24999384429739
1_8 pop_A pop_A 0.897240951813392 0.0188378783275596 0.0839211698590489
1_14 pop_A pop_A 0.799508719104399 0.0593979450358618 0.141093335859739
1_22 pop_A pop_A 0.651120326825307 0.0570816795468171 0.291797993627876
1_26 pop_A pop_A 0.908273570967462 0.0152536953796897 0.0764727336528483
1_30 pop_A pop_A 0.639656481423715 0.0903138302610636 0.270029688315221
2_2 pop_B pop_B 0.0467757393810553 0.525256312028187 0.427967948590757
2_10 pop_B pop_A 0.349733422003097 0.338392216979571 0.311874361017332
2_11 pop_B pop_B 0.24087582260204 0.415720168378342 0.343404009019618
2_15 pop_B pop_B 0.0204780122029087 0.601095896520054 0.378426091277037
2_17 pop_B pop_B 0.120064858208636 0.501342336898151 0.378592804893213
2_20 pop_B pop_B 0.146069720604722 0.477807272448384 0.376123006946894
2_22 pop_B pop_C 0.117713381346779 0.438012003541709 0.444274615111512
2_24 pop_B pop_B 0.0362007274891509 0.580446732162491 0.383352540348358
2_27 pop_B pop_C 0.256156084898265 0.287927266776958 0.455916648324778
3_3 pop_C pop_C 0.0212595416425724 0.425285659997264 0.553454798360164
3_5 pop_C pop_C 0.139660913914685 0.374565319051827 0.485773767033488
3_6 pop_C pop_C 0.00397375026668139 0.477388586465011 0.518637663268307
3_7 pop_C pop_B 0.0218476924669044 0.532211935285164 0.445940372247932
3_11 pop_C pop_C 0.101300693036994 0.424005541482163 0.474693765480843
3_15 pop_C pop_C 0.0398876161181714 0.386799248800336 0.573313135081493
3_16 pop_C pop_B 0.0116709070482643 0.558689539743393 0.429639553208343
3_22 pop_C pop_B 0.0171597133723603 0.567354834419527 0.415485452208113
3_26 pop_C pop_C 0.0163168283523674 0.42258011182453 0.561103059823102
