Ind.ID origin.pop pred.pop pop_A pop_B pop_C
1_6 pop_A pop_B 0.374595784467761 0.422467443340118 0.202936772192121
1_8 pop_A pop_A 0.93314093058582 0.0102293227080867 0.0566297467060935
1_13 pop_A pop_A 0.804734993680904 0.0556814418955362 0.13958356442356
1_14 pop_A pop_A 0.862275824301611 0.0495804869120632 0.0881436887863262
1_21 pop_A pop_A 0.59297965486558 0.0329741831857465 0.374046161948674
1_23 pop_A pop_A 0.877982954536458 0.0210177796035347 0.100999265860007
1_25 pop_A pop_A 0.948740701577979 0.0103786683276598 0.0408806300943617
1_26 pop_A pop_A 0.941843020646349 0.00765914178990526 0.0504978375637456
1_28 pop_A pop_A 0.78064040317437 0.0726244362692244 0.146735160556405
2_3 pop_B pop_C 0.0199292871051983 0.436838756200308 0.543231956694493
2_7 pop_B pop_B 0.0492344331509159 0.525660635591919 0.425104931257164
2_10 pop_B pop_B 0.253331049337482 0.604242718007231 0.142426232655287
2_13 pop_B pop_C 0.0893709249673916 0.178494632503784 0.732134442528825
2_15 pop_B pop_B 0.0200159967734681 0.748528058765232 0.2314559444613
2_18 pop_B pop_B 0.101598934247782 0.522568013177758 0.37583305257446
2_24 pop_B pop_B 0.0197919879718145 0.839199740715274 0.141008271312912
2_26 pop_B pop_B 0.0186271711521555 0.882557758454609 0.0988150703932351
2_27 pop_B pop_C 0.352052488891037 0.177333296891657 0.470614214217306
3_9 pop_C pop_B 0.0400256970944869 0.66525000765687 0.294724295248643
3_10 pop_C pop_B 0.00888204864855 0.619267543576491 0.371850407774959
3_18 pop_C pop_C 0.116867667831692 0.172064870667711 0.711067461500598
3_19 pop_C pop_C 0.0485484716290309 0.389117584059148 0.56233394431182
3_20 pop_C pop_B 0.0904684328049213 0.596643536374022 0.312888030821057
3_22 pop_C pop_C 0.0373000563022779 0.373830746962485 0.588869196735237
3_24 pop_C pop_C 0.0310046892708079 0.292918133266186 0.676077177463006
3_27 pop_C pop_B 0.0273779246692291 0.602812189329084 0.369809886001687
3_30 pop_C pop_B 0.0345636518709763 0.747188379934288 0.218247968194735
