Ind.ID origin.pop pred.pop pop_A pop_B pop_C
1_1 pop_A pop_A 0.989990168063129 0.00495444607146638 0.00505538586540443
1_3 pop_A pop_A 0.800090230645198 0.109164008180092 0.0907457611747099
1_4 pop_A pop_A 0.899111140199259 0.048589134923359 0.0522997248773826
1_10 pop_A pop_A 0.902112331973857 0.0373763800021057 0.0605112880240377
1_11 pop_A pop_A 0.452575629263566 0.300860126064362 0.246564244672071
1_12 pop_A pop_A 0.924924479984818 0.0389413286256226 0.0361341913895594
1_16 pop_A pop_B 0.110574476401712 0.454758058638575 0.434667464959712
1_18 pop_A pop_A 0.98734608392494 0.00289685167552899 0.00975706439953094
1_19 pop_A pop_A 0.857329503840889 0.0712956767470015 0.0713748194121096
1_20 pop_A pop_A 0.988033327519311 0.00646129994780589 0.00550537253288302
1_21 pop_A pop_A 0.507523636586942 0.218707444265347 0.273768919147711
1_22 pop_A pop_A 0.710245148371692 0.164589319057574 0.125165532570734
1_25 pop_A pop_A 0.978458377767731 0.0095014662353737 0.0120401559968948
1_26 pop_A pop_A 0.981432086522659 0.00886788325618636 0.00970003022115506
1_27 pop_A pop_A 0.951291279299681 0.0217635887597439 0.0269451319405755
2_4 pop_B pop_B 0.0469513666389459 0.507699781318282 0.445348852042772
2_5 pop_B pop_B 0.192534661572785 0.511883659341923 0.295581679085292
2_6 pop_B pop_C 0.00463872528953689 0.49117869887025 0.504182575840212
2_9 pop_B pop_C 0.294481272328599 0.323343249293549 0.382175478377852
2_10 pop_B pop_A 0.46716086552498 0.257522025226149 0.275317109248871
2_11 pop_B pop_A 0.407231430781259 0.367207545516804 0.225561023701938
2_12 pop_B pop_B 0.0614396297371253 0.480354738607063 0.458205631655811
2_18 pop_B pop_B 0.190096950254263 0.474081886196337 0.3358211635494
2_22 pop_B pop_B 0.0821315535865347 0.465839192302169 0.452029254111296
2_23 pop_B pop_B 0.0164823668623671 0.504134823839246 0.479382809298387
2_24 pop_B pop_B 0.036328972238767 0.499350095750223 0.46432093201101
2_25 pop_B pop_B 0.0658080576350583 0.477569892015321 0.456622050349621
2_26 pop_B pop_B 0.0981152938100551 0.481387627750993 0.420497078438952
2_27 pop_B pop_C 0.144668754797471 0.411382937208984 0.443948307993545
2_30 pop_B pop_B 0.0820664104288744 0.471472084472198 0.446461505098927
3_1 pop_C pop_B 0.0836603902070576 0.484873344176992 0.43146626561595
3_10 pop_C pop_B 0.00239730926389564 0.506372026215721 0.491230664520383
3_11 pop_C pop_B 0.0929214238133759 0.480051742606834 0.42702683357979
3_12 pop_C pop_C 0.219635682729769 0.359469930545872 0.420894386724359
3_14 pop_C pop_B 0.148292170757761 0.537002158273566 0.314705670968673
3_15 pop_C pop_C 0.00384213324281822 0.478484910046448 0.517672956710734
3_16 pop_C pop_B 0.00856642834786001 0.516621871972033 0.474811699680107
3_17 pop_C pop_C 0.0125804640441604 0.489306211143524 0.498113324812316
3_18 pop_C pop_C 0.0172948147763119 0.484974753590232 0.497730431633456
3_20 pop_C pop_B 0.174937042514822 0.459600925459575 0.365462032025603
3_23 pop_C pop_B 0.0274222727656881 0.492660590699811 0.479917136534501
3_24 pop_C pop_B 0.0128862479002904 0.496498613031103 0.490615139068607
3_27 pop_C pop_B 0.014595604706425 0.502413715217572 0.482990680076003
3_28 pop_C pop_B 0.150063077414945 0.472016618393715 0.377920304191339
3_29 pop_C pop_B 0.0349155100761012 0.509941194984371 0.455143294939528
