Ind.ID origin.pop pred.pop pop_A pop_B pop_C
1_1 pop_A pop_A 0.97382528677234 0.0134515847598471 0.0127231284678131
1_6 pop_A pop_B 0.181427117271884 0.481434802492011 0.337138080236104
1_11 pop_A pop_B 0.159772565765251 0.473105151263914 0.367122282970834
1_13 pop_A pop_A 0.848291785199947 0.0730303224027223 0.0786778923973306
1_14 pop_A pop_A 0.752490195616474 0.12991501086627 0.117594793517256
1_17 pop_A pop_A 0.845199358570027 0.0666183489540491 0.0881822924759238
1_19 pop_A pop_A 0.558855633255748 0.242839173406871 0.19830519333738
1_25 pop_A pop_A 0.993682841872915 0.00201841452411576 0.00429874360296931
1_26 pop_A pop_A 0.990382751595593 0.00388388159090999 0.00573336681349726
2_1 pop_B pop_B 0.00632956207891213 0.511058829607267 0.482611608313821
2_2 pop_B pop_B 0.0133741056249657 0.498726505803445 0.48789938857159
2_13 pop_B pop_C 0.037461462890555 0.400274176000705 0.56226436110874
2_17 pop_B pop_B 0.0243298855856913 0.563586035842518 0.41208407857179
2_20 pop_B pop_B 0.0372975161310508 0.579850178103497 0.382852305765452
2_23 pop_B pop_B 0.00495313697743846 0.501416115551489 0.493630747471072
2_25 pop_B pop_B 0.0125870083426028 0.557107675766267 0.43030531589113
2_26 pop_B pop_B 0.00205570803199217 0.650112778637105 0.347831513330903
2_28 pop_B pop_B 0.020681807414863 0.502198843053379 0.477119349531758
3_2 pop_C pop_C 0.0219938925005873 0.472502305601665 0.505503801897748
3_7 pop_C pop_C 0.00492711654878105 0.46458140232841 0.530491481122809
3_10 pop_C pop_C 0.0016051576432852 0.454653060804164 0.54374178155255
3_12 pop_C pop_A 0.735913550482356 0.103708655259494 0.160377794258149
3_17 pop_C pop_C 0.0743237032449978 0.364986171347096 0.560690125407906
3_21 pop_C pop_B 0.0673611657457602 0.473077438247449 0.459561396006791
3_23 pop_C pop_C 0.0401691892723501 0.432095026854015 0.527735783873635
3_25 pop_C pop_C 0.0361638009168414 0.291993716848761 0.671842482234398
3_28 pop_C pop_B 0.0094427651770384 0.58503458146892 0.405522653354042
