Ind.ID origin.pop pred.pop pop_A pop_B pop_C
1_2 pop_A pop_A 0.552047161456726 0.230373469386187 0.217579369157087
1_3 pop_A pop_A 0.629221698403421 0.231128700517031 0.139649601079548
1_4 pop_A pop_A 0.920618012059174 0.0467429793664904 0.0326390085743352
1_8 pop_A pop_A 0.954748029539215 0.0249584025284563 0.0202935679323285
1_9 pop_A pop_A 0.722452849598957 0.145512148361389 0.132035002039655
1_13 pop_A pop_A 0.746438669164396 0.146480598601759 0.107080732233846
1_14 pop_A pop_A 0.912072153958988 0.051846168797618 0.0360816772433941
1_15 pop_A pop_A 0.978239512858675 0.0118130653191399 0.00994742182218533
1_16 pop_A pop_C 0.0599106336984124 0.369567522790131 0.570521843511457
1_21 pop_A pop_C 0.346555202803941 0.279785652145804 0.373659145050254
1_23 pop_A pop_A 0.912025157596112 0.04318603716639 0.0447888052374974
1_25 pop_A pop_A 0.941434090023092 0.0316386501986832 0.0269272597782242
1_26 pop_A pop_A 0.975655473543758 0.0126404581334831 0.0117040683227583
1_28 pop_A pop_A 0.878179971575508 0.0724130927918238 0.0494069356326684
1_29 pop_A pop_A 0.568629047106622 0.204646404520645 0.226724548372733
2_2 pop_B pop_B 0.0374871081460203 0.531524175146406 0.430988716707573
2_3 pop_B pop_C 0.00546387705107307 0.448679116073874 0.545857006875053
2_5 pop_B pop_B 0.135864298903597 0.494028338675146 0.370107362421256
2_7 pop_B pop_B 0.0552814292318786 0.537867356553308 0.406851214214813
2_8 pop_B pop_B 0.132427360633258 0.521023789204607 0.346548850162136
2_9 pop_B pop_B 0.230480540512088 0.496164713217853 0.273354746270059
2_10 pop_B pop_B 0.27736938703455 0.450088949910323 0.272541663055126
2_13 pop_B pop_C 0.0362364673964487 0.416445422867984 0.547318109735567
2_14 pop_B pop_C 0.00267291135384399 0.484786904470057 0.512540184176099
2_15 pop_B pop_B 0.0165263389799464 0.631001377493528 0.352472283526525
2_16 pop_B pop_B 0.187292533004099 0.412297240464955 0.400410226530945
2_24 pop_B pop_B 0.0265891672532943 0.628917365634925 0.34449346711178
2_25 pop_B pop_B 0.0833955537754394 0.587504654543083 0.329099791681477
2_29 pop_B pop_C 0.0585222044622508 0.370247882387299 0.571229913150451
2_30 pop_B pop_B 0.0815304152954429 0.58972638132577 0.328743203378787
3_2 pop_C pop_C 0.0759722139724786 0.428585181388211 0.495442604639311
3_3 pop_C pop_C 0.00499982841821486 0.309742609340342 0.685257562241443
3_4 pop_C pop_B 0.127578117227996 0.490906256900995 0.381515625871009
3_6 pop_C pop_C 0.00101676174624105 0.303557601547502 0.695425636706257
3_7 pop_C pop_C 0.0189912078094417 0.429215722624938 0.551793069565621
3_8 pop_C pop_B 0.0819193339986351 0.523440435501376 0.394640230499989
3_11 pop_C pop_C 0.0545660595408975 0.397179775472476 0.548254164986627
3_13 pop_C pop_B 0.00749142558413277 0.504893143879575 0.487615430536292
3_14 pop_C pop_C 0.094707803629094 0.294926124759009 0.610366071611896
3_15 pop_C pop_C 0.00340575418346398 0.32054948617771 0.676044759638826
3_17 pop_C pop_C 0.00772880090861292 0.319856563772737 0.67241463531865
3_23 pop_C pop_C 0.0245756227116215 0.421064460892807 0.554359916395572
3_24 pop_C pop_C 0.00422836571883018 0.244326350269386 0.751445284011784
3_26 pop_C pop_C 0.00119746550443587 0.346841878878588 0.651960655616976
3_29 pop_C pop_C 0.0467676763399025 0.443085878314633 0.510146445345465
