Ind.ID origin.pop pred.pop pop_A pop_B pop_C
1_1 pop_A pop_A 0.978652388159775 0.0100197689261115 0.0113278429141135
1_2 pop_A pop_A 0.69469413423666 0.0605812553246783 0.244724610438662
1_3 pop_A pop_A 0.6513429986254 0.221978906636914 0.126678094737685
1_4 pop_A pop_A 0.875811677860391 0.0738930173156131 0.0502953048239957
1_5 pop_A pop_A 0.918158096076843 0.0353069919995164 0.0465349119236404
1_9 pop_A pop_A 0.783839526120299 0.0473927025407832 0.168767771338918
1_13 pop_A pop_A 0.77774534067521 0.0963510786650635 0.125903580659727
1_16 pop_A pop_C 0.124856726373304 0.241601529937114 0.633541743689582
1_17 pop_A pop_A 0.582053666715761 0.138618786229897 0.279327547054342
1_21 pop_A pop_C 0.464608194816511 0.0390873240031487 0.49630448118034
1_22 pop_A pop_A 0.662309300742957 0.060599597562854 0.277091101694189
1_23 pop_A pop_A 0.884790418732598 0.0321582138589087 0.0830513674084933
1_26 pop_A pop_A 0.975652580709419 0.0073584368202731 0.0169889824703081
1_27 pop_A pop_A 0.877248468849637 0.0675070283454878 0.0552445028048748
1_30 pop_A pop_A 0.541351211091747 0.225439742286646 0.233209046621607
2_1 pop_B pop_B 0.0363578874390073 0.522148734142675 0.441493378418317
2_2 pop_B pop_C 0.0394111842554347 0.417891376969585 0.54269743877498
2_6 pop_B pop_C 0.00628200602358961 0.262066879257147 0.731651114719264
2_7 pop_B pop_B 0.0412853842276948 0.646187798455905 0.3125268173164
2_10 pop_B pop_B 0.245934279738751 0.532703335883249 0.221362384378
2_11 pop_B pop_B 0.321193944699292 0.43044154340486 0.248364511895847
2_13 pop_B pop_C 0.0571465842518164 0.214074536929285 0.728778878818898
2_16 pop_B pop_C 0.294125194894746 0.328199657233272 0.377675147871982
2_17 pop_B pop_B 0.0854386753429772 0.54665085201986 0.367910472637162
2_20 pop_B pop_B 0.0725092386172572 0.617230797653264 0.310259963729478
2_21 pop_B pop_C 0.011214711290089 0.220399078881062 0.768386209828849
2_23 pop_B pop_C 0.0256579625836148 0.418439315953919 0.555902721462466
2_27 pop_B pop_C 0.163786208769391 0.318352695564 0.517861095666609
2_28 pop_B pop_B 0.0354965674304474 0.523421935587581 0.441081496981971
2_30 pop_B pop_B 0.051056790676712 0.618907089800746 0.330036119522542
3_2 pop_C pop_C 0.108649621686417 0.40604192094538 0.485308457368203
3_3 pop_C pop_C 0.0105225523422103 0.138256287311847 0.851221160345943
3_4 pop_C pop_C 0.145541282485799 0.382873728417461 0.47158498909674
3_6 pop_C pop_C 0.00183266867742769 0.106356379173681 0.891810952148892
3_7 pop_C pop_C 0.026608539218199 0.43283945315681 0.540552007624991
3_8 pop_C pop_B 0.0748995034080787 0.565574555317753 0.359525941274168
3_9 pop_C pop_B 0.0303032089969377 0.582291060901088 0.387405730101975
3_16 pop_C pop_C 0.0116181281401467 0.446041083072177 0.542340788787677
3_17 pop_C pop_C 0.0172612966548893 0.200020173153328 0.782718530191783
3_19 pop_C pop_C 0.0329243440755235 0.413080658797391 0.553994997127086
3_20 pop_C pop_B 0.135887585077025 0.571848636554725 0.29226377836825
3_21 pop_C pop_C 0.048988340696767 0.435714581229159 0.515297078074074
3_25 pop_C pop_C 0.00210603049962779 0.0713988401091351 0.926495129391237
3_27 pop_C pop_C 0.0135152946550573 0.470314881615756 0.516169823729186
3_28 pop_C pop_B 0.0859068326762483 0.675748729763737 0.238344437560014
