Ind.ID origin.pop pred.pop pop_A pop_B pop_C
1_8 pop_A pop_A 0.999999507860069 3.38335295394249e-07 1.53804636265019e-07
1_9 pop_A pop_A 0.999896974635821 6.29900028611458e-05 4.00353613178437e-05
1_14 pop_A pop_A 0.999268897290994 0.000695496842571308 3.56058664344615e-05
1_15 pop_A pop_A 0.999973126488791 2.6475127510404e-05 3.98383698775603e-07
1_16 pop_A pop_C 0.0564718412509399 0.188027948190684 0.755500210558377
1_18 pop_A pop_A 0.999999925838891 7.30449198270949e-08 1.11618960600066e-09
1_19 pop_A pop_A 0.989905781713365 0.00944737329590294 0.000646844990731756
1_21 pop_A pop_A 0.999775757722973 4.08135045538063e-05 0.000183428772472966
1_23 pop_A pop_A 0.999981301301628 1.75293561148351e-05 1.16934225689855e-06
1_30 pop_A pop_A 0.941275723219818 0.0522850146593469 0.00643926212083532
2_7 pop_B pop_B 1.3145716214669e-05 0.763410876215345 0.23657597806844
2_8 pop_B pop_B 0.00148499118887737 0.856012086974169 0.142502921836953
2_11 pop_B pop_B 0.161753761513211 0.556511685787828 0.28173455269896
2_14 pop_B pop_C 4.91424844673935e-09 0.426927479212308 0.573072515873443
2_15 pop_B pop_B 3.28189829853029e-07 0.905768736229722 0.0942309355804477
2_19 pop_B pop_C 9.44270508479891e-05 0.17049946697993 0.829406105969222
2_21 pop_B pop_C 6.81615787911762e-06 0.0597445020674471 0.940248681774674
2_22 pop_B pop_B 0.000824808417771099 0.676141800331349 0.32303339125088
2_27 pop_B pop_B 0.0512135383409088 0.795752010047943 0.153034451611148
2_28 pop_B pop_C 6.53383253286982e-05 0.412152058609246 0.587782603065425
3_1 pop_C pop_C 0.000417432664148905 0.440164707181348 0.559417860154503
3_6 pop_C pop_C 1.84188872460823e-08 0.0225885060185813 0.977411475562531
3_7 pop_C pop_C 1.1361026376276e-05 0.287142559197698 0.712846079775926
3_8 pop_C pop_B 0.000465330026961382 0.783908324793347 0.215626345179692
3_14 pop_C pop_C 0.0318493812509178 0.064190617812129 0.903960000936953
3_15 pop_C pop_C 1.35686512804482e-05 0.0412351605713975 0.958751270777322
3_18 pop_C pop_C 0.000934506179284491 0.1625808791563 0.836484614664416
3_20 pop_C pop_B 0.00342679674482429 0.772826478638273 0.223746724616903
3_21 pop_C pop_C 0.000502348662295506 0.492562034394357 0.506935616943348
3_30 pop_C pop_C 3.83550206407996e-06 0.314616692246139 0.685379472251797
