Ind.ID origin.pop pred.pop pop_A pop_B pop_C
1_5 pop_A pop_A 0.999854854234653 5.82347185649292e-05 8.69110467818342e-05
1_11 pop_A pop_B 0.345917360411202 0.439921464194485 0.214161175394314
1_24 pop_A pop_A 0.999677079261537 9.37280280133327e-05 0.000229192710449779
1_28 pop_A pop_A 0.982993482497232 0.0135085075697376 0.00349800993303007
1_29 pop_A pop_A 0.99970149591141 4.25838773230023e-05 0.000255920211266778
1_30 pop_A pop_A 0.960824245731088 0.0291514368773123 0.0100243173915994
2_8 pop_B pop_B 0.00146546805075147 0.804372580478571 0.194161951470677
2_9 pop_B pop_B 0.0106031486438777 0.901988292446982 0.08740855890914
2_16 pop_B pop_C 0.23615121677633 0.255559975186106 0.508288808037564
2_21 pop_B pop_C 3.79572196520996e-05 0.0866403537297668 0.913321689050581
2_24 pop_B pop_B 2.33958088576394e-06 0.941661343830362 0.0583363165887518
2_29 pop_B pop_C 0.0070558897151001 0.211318882876965 0.781625227407935
3_3 pop_C pop_C 3.37340835527776e-05 0.0509633588837955 0.949002907032652
3_4 pop_C pop_B 0.0722652893582921 0.637407895088939 0.290326815552769
3_15 pop_C pop_C 7.45223841065773e-05 0.0588391883843964 0.941086289231497
3_17 pop_C pop_C 0.000141494257806497 0.0698810189837089 0.929977486758485
3_25 pop_C pop_C 1.81803777553154e-06 0.0374932956650161 0.962504886297208
3_28 pop_C pop_B 0.000419649458962062 0.780850412679161 0.218729937861877
