Ind.ID origin.pop pred.pop pop_A pop_B pop_C
1_2 pop_A pop_A 0.999752179231627 4.44994716248163e-05 0.000203321296748106
1_15 pop_A pop_A 0.999983983539218 1.34078431531747e-05 2.60861762828062e-06
1_19 pop_A pop_A 0.987707330492663 0.00917521635359548 0.0031174531537409
1_20 pop_A pop_A 0.999985256297874 9.89153157928316e-06 4.85217054713163e-06
1_25 pop_A pop_A 0.999998215263934 8.86860074073998e-07 8.97875992544212e-07
1_26 pop_A pop_A 0.999999670670865 1.38687184755755e-07 1.90641949742182e-07
2_1 pop_B pop_B 2.71700807067149e-05 0.585819441113857 0.414153388805436
2_4 pop_B pop_B 5.80026727942734e-06 0.822602081591728 0.177392118140993
2_7 pop_B pop_B 4.34574966193238e-06 0.742139536046501 0.257856118203837
2_12 pop_B pop_C 0.00152922288761674 0.390486521175257 0.607984255937126
2_22 pop_B pop_B 0.00165555386665239 0.641509447508036 0.356834998625311
2_27 pop_B pop_B 0.156690096966059 0.55425704982004 0.289052853213901
3_6 pop_C pop_C 1.21767357929203e-07 0.0808733758700568 0.919126502362585
3_7 pop_C pop_C 7.88948973904971e-06 0.383989085641585 0.616003024868676
3_10 pop_C pop_C 1.88810909885912e-08 0.459907916692891 0.540092064426018
3_12 pop_C pop_A 0.9239756607723 0.0277672047625467 0.0482571344651535
3_22 pop_C pop_C 3.72175835632583e-06 0.484555260226503 0.51544101801514
3_27 pop_C pop_C 4.87600724891675e-06 0.486175469382574 0.513819654610177
