Ind.ID origin.pop pred.pop pop_A pop_B pop_C
1_4 pop_A pop_A 0.996039357643041 0.0037376420443493 0.000223000312609875
1_5 pop_A pop_A 0.999604764052633 0.000259676244135119 0.000135559703231964
1_12 pop_A pop_A 0.998418753501472 0.00125046854177968 0.000330777956748719
1_13 pop_A pop_A 0.994596753495636 0.00403789882587556 0.00136534767848788
1_16 pop_A pop_C 0.0390344598754165 0.182666191544623 0.778299348579961
1_17 pop_A pop_A 0.977718799259764 0.0141592383414253 0.00812196239881023
1_23 pop_A pop_A 0.999953806039879 3.79978066932309e-05 8.19615342798347e-06
2_12 pop_B pop_C 0.00120227854767279 0.373211832896358 0.625585888555969
2_14 pop_B pop_B 2.44530985632718e-08 0.550634616000293 0.449365359546608
2_17 pop_B pop_B 0.00156356593184844 0.908548072943028 0.0898883611251239
2_18 pop_B pop_B 0.00361131441727692 0.864136413606005 0.132252271976718
2_19 pop_B pop_C 0.000102147964168888 0.193317356916853 0.806580495118978
2_22 pop_B pop_B 0.00124148350395998 0.610577217119192 0.388181299376848
2_26 pop_B pop_B 9.27592588884477e-06 0.938223695760407 0.0617670283137046
3_6 pop_C pop_C 1.07461591834398e-07 0.0680816657606814 0.931918226777727
3_7 pop_C pop_C 2.10754353434019e-05 0.461485396403261 0.538493528161396
3_8 pop_C pop_B 0.000651580686462451 0.79794994587455 0.201398473438988
3_9 pop_C pop_C 3.90537148653019e-05 0.398145650475257 0.601815295809878
3_23 pop_C pop_C 0.0004124229955705 0.350540794892393 0.649046782112037
3_28 pop_C pop_B 0.000527835126390045 0.836686030426226 0.162786134447384
3_29 pop_C pop_B 0.000208663548245731 0.592675527357864 0.40711580909389
