Ind.ID origin.pop pred.pop pop_A pop_B pop_C
1_3 pop_A pop_A 0.804815249951455 0.156400395007708 0.0387843550408372
1_7 pop_A pop_A 0.982836826505268 0.00216589209821105 0.0149972813965209
1_9 pop_A pop_A 0.999399502596921 0.000231032524501107 0.000369464878578042
1_13 pop_A pop_A 0.992750162650447 0.0049360192599665 0.0023138180895866
1_14 pop_A pop_A 0.997320338083251 0.00227259821544662 0.000407063701302211
1_22 pop_A pop_A 0.997035844605649 0.000545178150807507 0.00241897724354337
2_13 pop_B pop_C 0.00506745252248445 0.20126489711569 0.793667650361825
2_18 pop_B pop_B 0.00852713828452678 0.710091584601617 0.281381277113856
2_19 pop_B pop_C 0.000163368121397431 0.24385850917573 0.755978122702872
2_20 pop_B pop_B 0.00195827380851206 0.925231483446456 0.072810242745032
2_25 pop_B pop_B 0.00117394455352585 0.881234334181667 0.117591721264807
2_28 pop_B pop_C 0.000195180157425696 0.463621894040741 0.536182925801833
3_2 pop_C pop_C 0.00451113668587999 0.319659890937117 0.675828972377003
3_5 pop_C pop_C 0.0175219769346947 0.323504184305092 0.658973838760214
3_8 pop_C pop_B 0.00150447766038793 0.739377650060996 0.259117872278616
3_11 pop_C pop_C 0.00565694790058848 0.284607739252822 0.70973531284659
3_24 pop_C pop_C 8.75259770909752e-06 0.0303350367422655 0.969656210660025
3_26 pop_C pop_C 5.77248051247419e-06 0.12098510146001 0.879009126059478
